Sr. No.,Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type
5031,05:13:10,13-06-2022,68771526804,71545844959,358931.55,Mexican Peso,Moroccan dirham,Morocco,USA,Credit card
5032,08:00:00,01-10-2022,52690182446,21305300039,142762.11,Dirham,Euro,Italy,Pakistan,Cross-border
5033,00:00:08,04-01-2022,87768590714,4552341232,52576.74,Euro,Turkish lira,UK,UAE,Cheque
5034,11:39:02,23-08-2022,46264642003,13414418391,160622.76,Mexican Peso,Indian rupee,Albania,UAE,Cash Deposit
5035,08:11:24,15-07-2022,87044392417,67822170663,367100.08,Indian rupee,Moroccan dirham,Morocco,Germany,Debit card
5036,03:13:21,15-11-2022,65526877186,95023914363,94655.64,Swiss franc,Pakistani rupee,USA,Albania,ACH
5037,17:33:10,18-08-2022,17713848631,94378266818,302240.3,US dollar,Swiss franc,France,UK,ACH
5038,09:34:28,11-02-2022,5534553486,1081866283,466242.42,Euro,Moroccan dirham,Turkey,USA,Cash Withdrawal
5039,08:09:29,31-01-2022,67605362884,74202004812,445774.38,Yen,Swiss franc,Mexico,India,Credit card
5040,06:54:29,22-03-2022,91349732122,56341288919,22589.61,Swiss franc,Mexican Peso,Austria,Nigeria,Cross-border
5041,15:05:05,07-04-2022,55823832304,70020517037,330725.99,Moroccan dirham,Euro,India,India,Cross-border
5042,22:15:34,20-09-2022,29570008301,4815846949,58534.06,Yen,UK pounds,Netherlands,Italy,Cross-border
5043,13:54:47,09-04-2022,53704517050,56206712370,149984.02,Euro,Swiss franc,Netherlands,Germany,Cheque
5044,11:35:58,01-04-2022,75730539759,42580094377,315693.35,Mexican Peso,Pakistani rupee,Switzerland,Albania,ACH
5045,18:27:40,04-10-2022,80784613721,50050632817,359180.95,Moroccan dirham,Indian rupee,Austria,Pakistan,Credit card
5046,01:43:54,26-06-2022,25424947388,91705266157,244347.08,Swiss franc,Yen,Spain,India,Credit card
5047,21:32:14,01-06-2022,51379300096,62984014536,101333.83,Moroccan dirham,Pakistani rupee,UAE,Nigeria,Cash Withdrawal
5048,19:54:23,28-05-2022,9371486964,22904227085,267546.16,Pakistani rupee,Swiss franc,Germany,India,Cash Withdrawal
5049,21:58:31,07-03-2022,2451673879,72970551344,99979.41,Swiss franc,Moroccan dirham,Austria,Pakistan,Debit card
5050,23:21:59,13-08-2022,69418242544,49817922409,335878.63,Moroccan dirham,Euro,Italy,Mexico,ACH
5051,23:02:47,11-11-2022,78368142300,45534743431,285569.66,Indian rupee,Pakistani rupee,Mexico,UAE,ACH
5052,12:12:42,03-03-2022,47146908857,65970156619,263550.63,Yen,Dirham,Albania,Albania,Cross-border
5053,15:46:39,18-01-2022,97315678041,38962261266,348223.04,US dollar,US dollar,India,Germany,Cash Deposit
5054,14:19:43,22-08-2022,33274117516,56434728581,283256.35,Euro,Dirham,Austria,USA,Credit card
5055,02:31:21,27-10-2022,83924256917,51566486923,417484.48,Turkish lira,Dirham,USA,France,Cheque
5056,08:54:58,01-04-2022,48799980539,43376618394,90799.6,UK pounds,Albanian lek,Spain,UK,Credit card
5057,12:40:05,20-07-2022,78586594692,73556337149,414498.42,Pakistani rupee,Albanian lek,Switzerland,Switzerland,Cash Deposit
5058,21:09:29,29-10-2022,34952827874,42481360921,23803.88,Mexican Peso,Mexican Peso,Morocco,Spain,Cross-border
5059,13:20:01,14-10-2022,40469080854,19164414776,135266.22,Pakistani rupee,Naira,Pakistan,Pakistan,Credit card
5060,19:09:52,02-01-2022,79597430091,50345264802,172262.31,Yen,Swiss franc,Japan,Mexico,Cross-border
5061,15:03:36,24-09-2022,8325739159,12516146566,25993.33,Indian rupee,US dollar,Germany,Switzerland,Credit card
5062,13:37:35,07-04-2022,15280045709,39540268416,317496.24,Moroccan dirham,Naira,USA,Germany,Credit card
5063,04:02:59,29-01-2022,84911577544,5239703623,4749.94,Moroccan dirham,Moroccan dirham,Netherlands,UK,Cross-border
5064,00:46:40,14-12-2022,22363929733,12496988475,56438.3,Mexican Peso,Yen,UK,UAE,ACH
5065,19:05:06,17-05-2022,60406442211,62126615763,276712.35,UK pounds,UK pounds,Morocco,Austria,Cross-border
5066,23:28:32,06-08-2022,93135988738,56004549252,183811.6,Mexican Peso,Albanian lek,USA,Switzerland,Cross-border
5067,15:11:21,17-08-2022,84251348919,83164700598,102458.62,Turkish lira,Turkish lira,UK,UK,ACH
5068,13:06:29,17-09-2022,8120664933,69541678562,99669.86,US dollar,Indian rupee,India,Italy,Cash Withdrawal
5069,02:48:48,10-04-2022,44656885432,6193000291,255142.27,Turkish lira,Turkish lira,Nigeria,France,Cash Deposit
5070,19:22:17,01-06-2022,583694517,21605674194,162936.78,Swiss franc,Euro,Austria,Switzerland,Credit card
5071,19:32:19,10-10-2022,29895896905,96347901429,499189.55,Naira,Swiss franc,India,Netherlands,Cross-border
5072,06:40:56,15-09-2022,95449470113,23030142074,174396.69,UK pounds,Dirham,Albania,Pakistan,Cash Deposit
5073,18:52:48,03-05-2022,4913827461,76243345765,298175.67,Indian rupee,Turkish lira,Switzerland,UK,Debit card
5074,03:38:13,04-06-2022,58001466169,45141202049,111168.57,UK pounds,US dollar,Spain,Austria,Credit card
5075,05:18:53,14-08-2022,41866605899,58310501621,353295.15,Turkish lira,UK pounds,Morocco,Turkey,Cross-border
5076,07:05:56,17-01-2022,60529697887,51230496269,70879.24,Mexican Peso,Turkish lira,Netherlands,Japan,Cash Deposit
5077,02:40:22,16-10-2022,19058002296,87746330660,346356.63,US dollar,Naira,Spain,Turkey,Cheque
5078,15:02:46,16-11-2022,15537918587,67850596942,435413.21,Indian rupee,Mexican Peso,Netherlands,UK,Credit card
5079,12:45:18,06-04-2022,66236855043,41911815009,77265.94,Turkish lira,Moroccan dirham,Spain,Pakistan,Cross-border
5080,08:22:46,29-12-2022,66835635624,25965442948,405463.59,Moroccan dirham,Pakistani rupee,Pakistan,Japan,Cross-border
5081,11:58:20,18-02-2022,3526269074,54636150154,448285.79,Turkish lira,Mexican Peso,Nigeria,Switzerland,ACH
5082,01:11:35,19-09-2022,65256188809,82331243436,428327.14,US dollar,Yen,UK,USA,ACH
5083,16:35:59,09-01-2022,55439765054,25516623637,6024.35,Turkish lira,Naira,USA,UK,Credit card
5084,09:41:08,15-03-2022,78239160650,81396730995,470919.46,Euro,Swiss franc,Turkey,UAE,Cross-border
5085,21:41:19,20-07-2022,71683455275,86338180829,466486.93,Moroccan dirham,US dollar,Turkey,Netherlands,Cash Deposit
5086,18:21:20,16-09-2022,88899066149,1272521726,352321.65,US dollar,Indian rupee,Netherlands,Netherlands,Cross-border
5087,10:52:07,02-05-2022,6629176028,1834783143,277852.68,Yen,Albanian lek,USA,Switzerland,ACH
5088,12:47:49,30-06-2022,10682933710,37386600468,289194.89,Dirham,Dirham,Morocco,UAE,Credit card
5089,18:50:35,23-07-2022,34738763337,87997591129,213817.31,Pakistani rupee,Moroccan dirham,Netherlands,Albania,Cross-border
5090,00:53:10,07-10-2022,47993376270,52429342703,133345.61,Indian rupee,Euro,Pakistan,Netherlands,Credit card
5091,21:33:27,24-09-2022,76341249505,13451524234,180592.97,UK pounds,Swiss franc,USA,Germany,Debit card
5092,04:22:31,05-10-2022,16036487432,9454368395,447735.36,Mexican Peso,Pakistani rupee,Germany,Switzerland,Credit card
5093,10:16:52,14-05-2022,76880575479,82532042313,257964.19,Naira,UK pounds,Morocco,Netherlands,Cross-border
5094,23:30:40,18-07-2022,21145224573,22243953507,498153.52,US dollar,Moroccan dirham,UAE,Turkey,Cash Deposit
5095,09:06:25,28-10-2022,22749507853,63536196536,155604.95,Naira,Indian rupee,Albania,France,Cross-border
5096,19:10:04,10-12-2022,40640121492,83423872511,315357.71,Mexican Peso,Moroccan dirham,Austria,Spain,Cross-border
5097,15:56:44,12-07-2022,13745988671,39881010291,263067.25,Moroccan dirham,US dollar,India,USA,ACH
5098,04:57:43,09-10-2022,13160746136,1641540725,406255.12,US dollar,Yen,Germany,Netherlands,ACH
5099,16:35:06,16-05-2022,29905674363,42588172847,467442.57,Mexican Peso,Yen,UK,India,ACH
5100,17:08:42,02-10-2022,60504284837,67507934141,346346.95,UK pounds,Mexican Peso,Germany,Spain,Cross-border
5101,01:17:58,17-08-2022,60531011337,67909661334,43700.66,Naira,Moroccan dirham,Nigeria,Turkey,Credit card
5102,14:21:02,14-03-2022,76654136050,8373347395,405888.82,UK pounds,Indian rupee,Italy,Pakistan,Credit card
5103,12:46:03,18-12-2022,71818952271,74176108653,497798.22,Turkish lira,Yen,India,Albania,Cross-border
5104,12:24:42,29-12-2022,1139068107,39628450016,122094.59,UK pounds,Swiss franc,Albania,Morocco,Debit card
5105,16:53:10,26-11-2022,51795493120,4139170701,424612.76,US dollar,Naira,Albania,Turkey,Credit card
5106,08:38:34,18-07-2022,54438796889,89375135560,363480.63,Indian rupee,Mexican Peso,Morocco,UAE,Cross-border
5107,14:08:20,03-11-2022,18113610900,4090526344,212119.09,Indian rupee,Moroccan dirham,Netherlands,Nigeria,ACH
5108,14:52:08,09-01-2022,93965190387,30746568439,325100.49,UK pounds,Naira,France,Turkey,Credit card
5109,06:28:05,07-04-2022,44410098460,79986621496,170536.97,Mexican Peso,Euro,India,Japan,ACH
5110,02:16:41,13-02-2022,6063441970,27604200071,312922.92,Yen,US dollar,Mexico,Turkey,ACH
5111,01:44:57,02-06-2022,96276096225,65645464928,21529.41,Mexican Peso,Swiss franc,Mexico,Turkey,Cross-border
5112,21:46:20,25-06-2022,20561344444,16883292384,111643.19,UK pounds,Euro,Japan,Switzerland,Cross-border
5113,19:39:54,01-04-2022,21175295017,70156137431,331179.92,Albanian lek,Swiss franc,Switzerland,UAE,Cash Deposit
5114,03:48:49,11-06-2022,54536719349,78182996760,100001.01,Turkish lira,Moroccan dirham,Nigeria,UK,Credit card
5115,09:23:54,21-08-2022,94393280442,42290051803,225244.01,Indian rupee,Pakistani rupee,Pakistan,Mexico,Cash Deposit
5116,20:31:04,07-11-2022,18350729609,91290972535,185477.89,Moroccan dirham,Albanian lek,Albania,Turkey,ACH
5117,03:20:28,29-11-2022,73800813905,16409093464,385020.08,Pakistani rupee,Pakistani rupee,India,France,ACH
5118,00:02:32,10-08-2022,27868497643,67874329478,112908.54,Turkish lira,Indian rupee,Morocco,Italy,Cross-border
5119,19:44:25,23-02-2022,26695573782,84493876376,208860,Swiss franc,US dollar,India,Germany,Debit card
5120,21:02:49,26-04-2022,16583111079,41696701843,497581.09,Yen,Albanian lek,USA,UAE,ACH
5121,17:51:09,23-12-2022,18802038627,19754205597,460160.42,Turkish lira,Moroccan dirham,USA,Germany,Debit card
5122,17:02:37,24-01-2022,66631748004,42682553164,192056.61,Pakistani rupee,Naira,UK,USA,Credit card
5123,22:41:44,18-07-2022,738767334,52697554150,472627.8,Turkish lira,Dirham,UK,Pakistan,Cross-border
5124,11:51:54,04-08-2022,23532194786,90288330342,115062.7,Dirham,UK pounds,Turkey,USA,Cash Deposit
5125,12:10:36,30-06-2022,85889882719,64649511775,284022.99,Swiss franc,Pakistani rupee,Mexico,France,Credit card
5126,12:49:47,09-04-2022,48617967287,97438727010,199044.36,Dirham,Turkish lira,Morocco,Nigeria,Cash Withdrawal
5127,12:49:06,06-01-2022,83768254002,49847767710,38629.2,Turkish lira,Mexican Peso,Nigeria,USA,Cross-border
5128,11:56:54,09-07-2022,45592183,81923884672,13286.91,Turkish lira,Pakistani rupee,USA,USA,Cash Deposit
5129,03:21:23,01-09-2022,71073207701,8225923337,102603.8,Moroccan dirham,Naira,Mexico,Germany,Cross-border
5130,22:33:41,02-01-2022,91056111844,94522527387,388724.22,Dirham,Swiss franc,India,Germany,ACH
5131,16:15:22,07-01-2022,4053648380,4465695413,214075.48,Euro,US dollar,Spain,UAE,Cash Deposit
5132,02:42:46,27-08-2022,31768051434,35438968455,412938.66,Pakistani rupee,Mexican Peso,Italy,Pakistan,Cash Withdrawal
5133,06:38:46,18-04-2022,45303827286,7112505334,417949.16,Yen,UK pounds,USA,Germany,ACH
5134,21:50:06,10-01-2022,56333701241,16641699765,492295.25,UK pounds,Pakistani rupee,Albania,Morocco,Cross-border
5135,22:14:33,23-07-2022,18419911765,18367907508,70140.75,Turkish lira,Indian rupee,USA,Turkey,Cross-border
5136,17:29:21,01-07-2022,33287134351,86028237710,327550.82,Mexican Peso,Mexican Peso,Italy,Morocco,Cheque
5137,08:24:32,07-02-2022,46996096202,94766812729,378937.19,Turkish lira,Swiss franc,India,Netherlands,Credit card
5138,18:33:42,19-05-2022,9916280036,11800121979,463337.95,Naira,Turkish lira,Switzerland,Austria,ACH
5139,09:00:17,20-08-2022,12191099814,1946701335,289938.87,Indian rupee,UK pounds,Italy,Germany,Cross-border
5140,03:05:02,09-02-2022,55648484703,25216268860,425042.74,Moroccan dirham,Swiss franc,Turkey,France,Credit card
5141,07:46:04,28-06-2022,63621170230,73712759087,24833.78,Euro,Indian rupee,Nigeria,Italy,Cross-border
5142,21:06:10,17-08-2022,95072553725,21241026436,312116.2,Indian rupee,Moroccan dirham,Albania,Morocco,Cash Deposit
5143,17:36:20,05-08-2022,40207831088,86571211288,177396.65,Dirham,US dollar,UK,UAE,Credit card
5144,04:21:12,24-03-2022,27779673480,30152614982,49817.88,Turkish lira,Yen,Germany,Austria,ACH
5145,15:03:45,25-03-2022,95538291078,96962717179,353428.68,Turkish lira,US dollar,Switzerland,Pakistan,Cash Withdrawal
5146,14:15:23,04-09-2022,95397128467,24347883568,326847.42,Swiss franc,Euro,Switzerland,Italy,Cheque
5147,04:00:41,03-08-2022,22634610576,72115178246,476246.09,US dollar,Euro,Mexico,Mexico,Cash Deposit
5148,08:40:40,07-05-2022,67997515944,83339088066,377071.18,Albanian lek,Moroccan dirham,Pakistan,Italy,Cross-border
5149,12:33:11,27-06-2022,40773783670,22891137377,435317.33,Albanian lek,Yen,India,Mexico,Credit card
5150,02:53:35,14-07-2022,86646932460,88664326145,230836.14,US dollar,Euro,Pakistan,Albania,Cross-border
5151,06:48:44,17-01-2022,36693701357,80845655880,119509.3,Moroccan dirham,Turkish lira,USA,Japan,Cross-border
5152,11:44:01,06-01-2022,2561149774,3626886002,104572.31,US dollar,Dirham,Morocco,Mexico,Credit card
5153,07:25:13,17-11-2022,61950894997,15967890202,467191.37,Swiss franc,Swiss franc,Mexico,Spain,Cross-border
5154,15:18:46,30-11-2022,96162317854,86269003564,32429.73,Yen,Albanian lek,Morocco,Japan,Cash Withdrawal
5155,02:42:16,28-01-2022,9915722964,26676969700,117347.14,Swiss franc,Albanian lek,Switzerland,UAE,Cash Withdrawal
5156,01:31:33,24-03-2022,98588945478,41934702802,377354.73,US dollar,UK pounds,Germany,UK,Cash Withdrawal
5157,23:39:46,27-11-2022,10202227200,68279011796,68905.48,Pakistani rupee,Swiss franc,Albania,Nigeria,ACH
5158,10:13:49,09-11-2022,65877965249,96767787448,191856.2,Moroccan dirham,Dirham,Italy,Spain,Cross-border
5159,20:51:46,24-10-2022,68395351121,98656141970,336600.96,UK pounds,Mexican Peso,Netherlands,Morocco,Cross-border
5160,03:05:51,27-11-2022,73787694898,75403226765,162737.06,Albanian lek,Moroccan dirham,Switzerland,UK,Cash Deposit
5161,02:34:17,25-07-2022,29662129451,47998574926,300947.69,Mexican Peso,Pakistani rupee,France,Turkey,Credit card
5162,15:26:08,28-09-2022,52510870073,95622301180,306431.27,Indian rupee,Naira,USA,Spain,Cheque
5163,23:59:42,24-02-2022,78883332690,86052683582,101217.16,Mexican Peso,Mexican Peso,India,Netherlands,Cross-border
5164,09:44:01,13-09-2022,23106709750,94123588493,307752.31,Yen,Turkish lira,Austria,India,ACH
5165,21:31:10,22-12-2022,62951439883,79691278857,155072.41,Dirham,Dirham,Pakistan,Italy,Cross-border
5166,10:20:12,26-02-2022,42845033177,16912937769,9247.27,Dirham,Turkish lira,Netherlands,Netherlands,Debit card
5167,06:39:44,16-11-2022,2082593750,96069183308,62284.75,Albanian lek,Moroccan dirham,Italy,Mexico,Credit card
5168,02:46:53,09-06-2022,51855556948,82518217106,355827.75,Moroccan dirham,UK pounds,Morocco,UK,Credit card
5169,14:39:51,20-07-2022,41375568379,20679543717,286842.7,Indian rupee,Albanian lek,Italy,USA,Cheque
5170,00:07:57,11-10-2022,77991963850,25750163432,448185.67,Yen,Turkish lira,Netherlands,Switzerland,ACH
5171,03:37:07,23-12-2022,65110997937,3290817562,213148.07,Indian rupee,Pakistani rupee,Mexico,India,ACH
5172,06:42:44,23-04-2022,5094455262,21197482270,186550.12,Moroccan dirham,Dirham,Nigeria,UAE,Credit card
5173,20:31:34,28-08-2022,62402181373,88885936864,41824.37,UK pounds,Mexican Peso,Morocco,Mexico,Debit card
5174,08:53:05,29-05-2022,53453796889,35072387161,464691.92,Pakistani rupee,Swiss franc,Albania,Nigeria,Cross-border
5175,05:48:02,03-06-2022,23525799531,7499630317,499431.98,Turkish lira,Dirham,India,USA,Cross-border
5176,10:52:08,27-03-2022,88370641570,13224636444,428286.43,Turkish lira,US dollar,India,USA,Debit card
5177,12:31:20,25-09-2022,95623778392,32018776209,198498.89,Mexican Peso,Moroccan dirham,UAE,Germany,Cross-border
5178,02:27:59,13-02-2022,79330777770,11197172000,57608.02,Swiss franc,Yen,Morocco,UAE,Credit card
5179,03:00:31,05-08-2022,7013561862,85942693523,242550.53,Euro,Dirham,Turkey,Switzerland,Cross-border
5180,00:03:54,16-08-2022,29359494919,41571362559,111950.63,UK pounds,Naira,UK,UAE,ACH
5181,19:53:55,19-10-2022,28613488100,74324083749,285773.04,Indian rupee,Indian rupee,Italy,Austria,Credit card
5182,15:01:17,13-06-2022,83814752472,34708880677,330221.76,Yen,Euro,Japan,India,Cheque
5183,01:20:25,09-03-2022,17943648377,68322812199,287617.42,Dirham,Turkish lira,Spain,Nigeria,Credit card
5184,05:00:31,29-01-2022,50303271195,46241077245,134186.35,Albanian lek,Mexican Peso,UK,Spain,Cash Deposit
5185,18:53:56,06-12-2022,32218824341,78045960081,87707.52,Dirham,Moroccan dirham,Netherlands,Japan,Cross-border
5186,04:25:53,04-12-2022,57071970516,50661279756,43291.46,Indian rupee,Dirham,Mexico,Spain,Cross-border
5187,23:42:20,10-10-2022,77134043337,40120247398,133539.75,Albanian lek,Dirham,Spain,Switzerland,Cross-border
5188,06:46:05,21-07-2022,7059982566,55695406789,44618.49,Yen,Euro,Switzerland,Albania,Cash Deposit
5189,13:58:16,18-10-2022,30182711184,96733181065,467466.52,Indian rupee,Naira,Pakistan,Spain,ACH
5190,11:57:59,14-07-2022,90407622877,63856030314,471821.54,Yen,Yen,India,Germany,Cross-border
5191,02:18:13,19-02-2022,2732245879,74837959644,166320.51,Mexican Peso,Indian rupee,USA,France,Cross-border
5192,19:17:59,30-08-2022,76972858793,79982018728,431717.53,Pakistani rupee,Pakistani rupee,France,Netherlands,Cross-border
5193,04:23:39,03-11-2022,93799709591,373426547,348883.26,Euro,Pakistani rupee,Turkey,Germany,Credit card
5194,00:49:06,21-04-2022,28809903052,64381929599,170781.68,Euro,Swiss franc,UAE,Italy,Credit card
5195,00:22:01,03-05-2022,88996219521,68466537282,361655.09,Indian rupee,Turkish lira,Switzerland,Nigeria,Debit card
5196,05:03:36,23-10-2022,26669076242,11231881369,402392.37,US dollar,Yen,Pakistan,Netherlands,Cheque
5197,21:22:26,03-04-2022,77038796828,2309674604,317926.08,Moroccan dirham,Indian rupee,Morocco,Turkey,ACH
5198,17:55:20,31-10-2022,43146352328,31187069167,184264.3,UK pounds,Yen,Japan,Switzerland,ACH
5199,13:13:50,27-07-2022,27950253148,13399823756,53850.66,Naira,UK pounds,Mexico,Morocco,Cross-border
5200,06:06:18,03-01-2022,42063651255,58136754762,178315.18,Turkish lira,Albanian lek,UAE,USA,Credit card
5201,12:52:13,15-08-2022,11969492774,73790376713,441602.95,Yen,UK pounds,Albania,Italy,Cheque
5202,03:08:10,29-09-2022,65168131049,94753031167,157653.25,Albanian lek,Pakistani rupee,India,Pakistan,Cross-border
5203,13:07:00,01-08-2022,99663361198,83068649183,157606.51,Euro,Albanian lek,France,France,Debit card
5204,15:53:15,04-10-2022,53443220515,89058616650,23301.36,Dirham,Albanian lek,Nigeria,Pakistan,Cross-border
5205,09:02:21,03-06-2022,13543166111,84504411651,254829.3,Albanian lek,Moroccan dirham,Austria,UAE,ACH
5206,21:20:37,31-10-2022,34581402915,2135377997,185206.3,Naira,Yen,UAE,Austria,Cash Deposit
5207,19:15:53,25-12-2022,12831020974,73655599765,71045.02,Swiss franc,Mexican Peso,Austria,France,Credit card
5208,14:58:32,10-03-2022,3152796000,53873173933,395390.13,Albanian lek,Pakistani rupee,Mexico,UK,Cash Withdrawal
5209,14:02:13,13-09-2022,2268455362,23001080093,151658.09,Turkish lira,Turkish lira,Morocco,France,Credit card
5210,15:30:43,15-02-2022,86476156807,43700417069,5921.09,Mexican Peso,Turkish lira,Mexico,UK,Cross-border
5211,09:23:53,24-02-2022,34403066116,20684703315,82773.07,Pakistani rupee,Euro,UK,Switzerland,Cash Deposit
5212,14:03:37,19-04-2022,69777969464,17209079328,173814.09,Naira,US dollar,Spain,Albania,Cash Deposit
5213,05:00:46,26-07-2022,58978667786,41294563228,226398.36,Mexican Peso,Mexican Peso,Mexico,Italy,Cash Withdrawal
5214,19:57:15,31-05-2022,36466354580,1074470905,169433.05,Turkish lira,Swiss franc,Italy,India,Credit card
5215,09:59:24,19-05-2022,89682320492,77150578137,140633.75,UK pounds,Naira,UAE,France,ACH
5216,17:40:41,13-08-2022,88441975131,12441365805,310002.19,US dollar,Swiss franc,Pakistan,Japan,ACH
5217,09:49:38,14-01-2022,78646667790,24987859186,65160.83,UK pounds,Yen,UAE,USA,Cross-border
5218,15:09:59,23-08-2022,59744776758,68107601938,406397.23,Swiss franc,Naira,Pakistan,Pakistan,Cross-border
5219,05:53:52,30-10-2022,85530234550,52369248606,61295.83,UK pounds,Naira,Mexico,France,Cross-border
5220,00:32:25,19-06-2022,9848994501,87167141571,277326.2,US dollar,Swiss franc,Japan,India,Credit card
5221,13:28:49,10-07-2022,80341935305,57733106604,140290.82,Mexican Peso,Naira,Albania,Japan,Cross-border
5222,06:42:00,08-04-2022,74950370193,86688245589,268909.65,Dirham,Pakistani rupee,Austria,Morocco,Cash Deposit
5223,00:58:46,29-10-2022,66273210613,63683186276,452218.62,Indian rupee,Mexican Peso,Japan,Pakistan,Credit card
5224,10:37:37,02-02-2022,84900657338,17036955134,320927.67,Naira,US dollar,Italy,UAE,Cash Deposit
5225,03:10:13,31-12-2022,6605778986,46481518012,374572.18,Yen,Pakistani rupee,Germany,Spain,ACH
5226,20:22:05,01-03-2022,16917028605,44093228164,423970.47,Swiss franc,UK pounds,Pakistan,Spain,Credit card
5227,00:08:16,21-07-2022,90730665697,92549213083,338786.22,Indian rupee,Naira,France,Italy,Cross-border
5228,15:14:06,29-09-2022,92787049760,23019277848,36452.75,Mexican Peso,Swiss franc,Spain,India,ACH
5229,13:23:17,07-03-2022,49711356935,54856089883,73706.36,Dirham,Mexican Peso,Switzerland,Turkey,ACH
5230,23:13:23,22-06-2022,893312186,72919875599,214004.59,Yen,US dollar,Switzerland,Albania,Cross-border
5231,16:04:08,12-10-2022,18899268915,64584474101,368515.07,Yen,Euro,UAE,UAE,ACH
5232,17:01:03,26-03-2022,5668177859,4697217477,67398.98,Euro,Mexican Peso,Nigeria,UK,Cross-border
5233,11:22:15,18-09-2022,19839936034,59692449434,121347.99,Moroccan dirham,Turkish lira,Austria,Germany,Cash Withdrawal
5234,07:50:14,01-01-2022,91002624434,39281372060,464784.99,US dollar,Swiss franc,Austria,USA,ACH
5235,14:35:51,26-01-2022,29054375155,87452781431,50357.49,Mexican Peso,Pakistani rupee,Spain,Japan,ACH
5236,04:23:51,16-09-2022,89211183230,70781151630,10901.83,UK pounds,Naira,UAE,Spain,Cross-border
5237,08:57:45,17-02-2022,93572156564,32309629102,172042.39,Turkish lira,Moroccan dirham,Morocco,Spain,Cross-border
5238,18:18:43,09-01-2022,79947056116,17836501595,292810.18,Swiss franc,US dollar,Germany,India,Credit card
5239,22:27:56,22-09-2022,75148651930,58155843732,121931.94,UK pounds,Dirham,Germany,Netherlands,Cross-border
5240,22:39:15,28-09-2022,8704356410,60226418479,45091.63,Yen,Moroccan dirham,France,India,Cross-border
5241,09:32:06,13-06-2022,2990162131,90175507834,243491.83,Euro,Turkish lira,Morocco,Turkey,Cross-border
5242,13:47:19,24-05-2022,14972590529,32967030074,239768.19,Turkish lira,Indian rupee,Switzerland,Switzerland,Cross-border
5243,10:03:30,03-01-2022,23903801915,51952541461,35764.68,Mexican Peso,Yen,India,Switzerland,ACH
5244,21:11:47,16-12-2022,34272753490,72531482526,467675.53,Naira,Pakistani rupee,India,Switzerland,ACH
5245,12:28:34,03-02-2022,85960001628,23875250292,130878.19,Euro,Indian rupee,Spain,Netherlands,Cash Deposit
5246,02:40:59,18-04-2022,29314349121,62968591529,221885.29,Dirham,Albanian lek,USA,Netherlands,ACH
5247,20:34:07,13-01-2022,56981191254,49929821833,448771.23,Naira,Naira,Mexico,UAE,Credit card
5248,09:32:19,06-02-2022,67054413868,12587284324,313019.99,Dirham,Albanian lek,Netherlands,Netherlands,Credit card
5249,15:52:33,19-01-2022,70365728646,81287989183,250794.2,Euro,US dollar,Spain,UAE,Debit card
5250,17:15:48,24-11-2022,26655856752,79065144430,159690.71,Euro,US dollar,Spain,Italy,Cheque
5251,05:25:04,24-03-2022,37088954208,94414372861,189269.63,Pakistani rupee,Turkish lira,Albania,Spain,Cross-border
5252,20:40:22,07-09-2022,72589559333,29835899956,6258.41,US dollar,Turkish lira,Morocco,UK,Cash Deposit
5253,04:31:57,13-07-2022,83100830209,87012399288,331611.92,Albanian lek,Dirham,Austria,Netherlands,Cross-border
5254,23:40:35,07-10-2022,15112080085,80035483094,499395.45,Euro,Euro,USA,Austria,Cross-border
5255,08:14:46,30-12-2022,60358227566,26092984003,280458.42,Euro,Indian rupee,Italy,Mexico,Cheque
5256,08:57:16,14-03-2022,74849863892,76170719530,470423.6,UK pounds,Indian rupee,Netherlands,Nigeria,Cheque
5257,11:11:38,18-07-2022,1964146738,61593720228,452350.05,Mexican Peso,Moroccan dirham,Nigeria,UAE,Cash Withdrawal
5258,08:46:23,14-09-2022,53565460323,68806834520,240323.91,Turkish lira,Indian rupee,Austria,Switzerland,Cheque
5259,20:12:01,04-07-2022,88534880753,80952444033,397543.68,Dirham,Indian rupee,Mexico,France,ACH
5260,17:49:56,12-07-2022,65359787481,20218219117,437247.13,Indian rupee,Indian rupee,UAE,Japan,Credit card
5261,00:58:40,28-01-2022,92423656758,40260148873,416824.64,Yen,Pakistani rupee,Morocco,Turkey,ACH
5262,13:42:56,21-06-2022,44140479513,68993804497,101364.63,Dirham,Dirham,Japan,Japan,Credit card
5263,11:10:04,15-12-2022,44497443387,52679589469,23856.06,Naira,Mexican Peso,Japan,Netherlands,Cross-border
5264,18:03:20,21-11-2022,27157138901,33049160862,328270.77,Indian rupee,Indian rupee,Austria,Austria,ACH
5265,23:15:35,30-04-2022,68936178751,19528369530,210753.04,Pakistani rupee,UK pounds,Italy,Japan,Cheque
5266,12:58:58,03-11-2022,10204829962,45781436218,139532.44,Moroccan dirham,Mexican Peso,Morocco,UK,ACH
5267,03:32:45,16-05-2022,49331732020,98476111984,473404.6,Pakistani rupee,Naira,Turkey,Nigeria,Cross-border
5268,03:03:36,22-03-2022,77452789721,55671001440,487988.51,Euro,Swiss franc,Nigeria,Nigeria,ACH
5269,18:02:36,19-05-2022,12413055926,26229353827,493463.73,Mexican Peso,Yen,Netherlands,Pakistan,Cheque
